"class_id","class_number","course_id","instructor_id","instructor_id_2","instructor_id_3","location_id"
"11524.0.FB","11524.0.FB","11524","601","","","100"
"11525.0.01","11525.0.01","11525","583","","","100"
"11525.0.02","11525.0.02","11525","583","","","100"
"11525.0.03","11525.0.03","11525","583","","","100"
"11525.0.04","11525.0.04","11525","601","","","100"
"11525.0.05","11525.0.05","11525","601","","","100"
"11526.0.FB","11526.0.FB","11526","601","","","100"
"11527.0.01","11527.0.01","11527","601","","","100"
"11527.0.02","11527.0.02","11527","601","","","100"
"11528.0.SP","11528.0.SP","11528","601","","","100"
"11531.0.01","11531.0.01","11531","209","","","100"
"11531.0.02","11531.0.02","11531","209","","","100"
"11531.0.03","11531.0.03","11531","209","","","100"
"12524.0.01","12524.0.01","12524","209","","","100"
"12524.0.02","12524.0.02","12524","209","","","100"
"12525.0.01","12525.0.01","12525","209","","","100"
"12526.0.01","12526.0.01","12526","209","","","100"
"11532.0.01","11532.0.01","11532","258","","","100"
"12583.0.OL","12583.0.OL","12583","258","","","100"
"11533.0.01","11533.0.01","11533","258","","","100"
"11533.0.02","11533.0.02","11533","258","","","100"
"12582.0.SP","12582.0.SP","12582","258","","","100"
"12584.0.OL","12584.0.OL","12584","258","","","100"
"11534.0.01","11534.0.01","11534","258","","","100"
"11535.0.SP","11535.0.SP","11535","258","","","100"
"11536.0.01","11536.0.01","11536","258","","","100"
"11536.0.02","11536.0.02","11536","258","","","100"
"12545.0.OL","12545.0.OL","12545","583","","","100"
"11538.0.01","11538.0.01","11538","583","","","100"
"11539.0.01","11539.0.01","11539","583","","","100"
"12590.0.FB","12590.0.FB","12590","601","","","100"
"11540.0.01","11540.0.01","11540","583","","","100"
"12534.0.OL","12534.0.OL","12534","543","","","100"
"11541.0.01","11541.0.01","11541","543","","","100"
"11541.0.02","11541.0.02","11541","27675","","","100"
"11541.0.03","11541.0.03","11541","26811","","","100"
"11541.0.04","11541.0.04","11541","26811","","","100"
"11541.0.05","11541.0.05","11541","27675","","","100"
"11541.0.06","11541.0.06","11541","27675","","","100"
"12546.0.OL","12546.0.OL","12546","222","","","100"
"11542.0.01","11542.0.01","11542","222","","","100"
"11542.0.02","11542.0.02","11542","222","","","100"
"12533.0.OL","12533.0.OL","12533","543","","","100"
"11543.0.01","11543.0.01","11543","543","","","100"
"11543.0.02","11543.0.02","11543","543","","","100"
"11543.0.03","11543.0.03","11543","543","","","100"
"11544.0.01","11544.0.01","11544","543","","","100"
"11545.0.01","11545.0.01","11545","27675","","","100"
"12532.0.OL","12532.0.OL","12532","355","","","100"
"11546.0.01","11546.0.01","11546","222","","","100"
"11546.0.02","11546.0.02","11546","222","","","100"
"11546.0.03","11546.0.03","11546","27675","","","100"
"11546.0.04","11546.0.04","11546","27675","","","100"
"11546.0.05","11546.0.05","11546","26811","","","100"
"11546.0.06","11546.0.06","11546","26811","","","100"
"11546.0.07","11546.0.07","11546","355","","","100"
"11548.0.01","11548.0.01","11548","222","","","100"
"11548.0.02","11548.0.02","11548","222","","","100"
"12535.0.01","12535.0.01","12535","174","","","100"
"11550.0.01","11550.0.01","11550","174","","","100"
"11550.0.02","11550.0.02","11550","174","","","100"
"11550.0.03","11550.0.03","11550","174","","","100"
"11551.0.01","11551.0.01","11551","174","","","100"
"11552.0.01","11552.0.01","11552","174","","","100"
"11553.0.01","11553.0.01","11553","140","","","100"
"11556.0.01","11556.0.01","11556","243","","","100"
"11556.0.02","11556.0.02","11556","243","","","100"
"11556.0.03","11556.0.03","11556","243","","","100"
"11556.0.05","11556.0.05","11556","571","","","100"
"11556.0.06","11556.0.06","11556","571","","","100"
"11556.0.10","11556.0.10","11556","568","","","100"
"11556.0.CT8","11556.0.CT8","11556","568","585","","100"
"11556.0.CT9","11556.0.CT9","11556","568","585","","100"
"11556.0.ic4","11556.0.ic4","11556","243","","","100"
"11556.0.ic7","11556.0.ic7","11556","571","","","100"
"12530.0.01","12530.0.01","12530","128","","","100"
"12530.0.02","12530.0.02","12530","128","","","100"
"11557.0.01","11557.0.01","11557","568","","","100"
"11557.0.02","11557.0.02","11557","568","","","100"
"11557.0.03","11557.0.03","11557","568","","","100"
"11557.0.04","11557.0.04","11557","128","","","100"
"11557.0.05","11557.0.05","11557","128","","","100"
"12551.0.SP","12551.0.SP","12551","128","","","100"
"11560.0.01","11560.0.01","11560","77","","","100"
"11560.0.02","11560.0.02","11560","77","","","100"
"11560.0.03","11560.0.03","11560","77","","","100"
"11560.0.04","11560.0.04","11560","206","","","100"
"11560.0.05","11560.0.05","11560","603","","","100"
"11560.0.ci8","11560.0.ci8","11560","603","","","100"
"11560.0.CT6","11560.0.CT6","11560","469","603","","100"
"11560.0.CT7","11560.0.CT7","11560","469","603","","100"
"12531.0.01","12531.0.01","12531","587","","","100"
"12531.0.02","12531.0.02","12531","128","","","100"
"11561.0.01","11561.0.01","11561","206","","","100"
"11561.0.02","11561.0.02","11561","206","","","100"
"11561.0.03","11561.0.03","11561","206","","","100"
"11561.0.04","11561.0.04","11561","77","","","100"
"11561.0.05","11561.0.05","11561","77","","","100"
"11561.0.06","11561.0.06","11561","77","","","100"
"11561.0.07","11561.0.07","11561","603","","","100"
"11561.0.08","11561.0.08","11561","603","","","100"
"12552.0.SP","12552.0.SP","12552","206","","","100"
"11565.0.01","11565.0.01","11565","377","","","100"
"11565.0.04","11565.0.04","11565","13749","","","100"
"11565.0.06","11565.0.06","11565","16","","","100"
"11565.0.CT2","11565.0.CT2","11565","377","585","","100"
"11565.0.CT3","11565.0.CT3","11565","585","13749","","100"
"11565.0.ic5","11565.0.ic5","11565","16","","","100"
"11568.0.01","11568.0.01","11568","377","","","100"
"11568.0.02","11568.0.02","11568","377","","","100"
"11568.0.03","11568.0.03","11568","206","","","100"
"11568.0.04","11568.0.04","11568","13749","","","100"
"11568.0.05","11568.0.05","11568","13749","","","100"
"12553.0.SP","12553.0.SP","12553","480","","","100"
"11569.0.W1","11569.0.W1","11569","377","","","100"
"11569.0.W2","11569.0.W2","11569","377","","","100"
"12554.0.OL","12554.0.OL","12554","356","","","100"
"11571.0.03","11571.0.03","11571","444","","","100"
"11571.0.04","11571.0.04","11571","444","","","100"
"11571.0.05","11571.0.05","11571","444","","","100"
"11571.0.06","11571.0.06","11571","444","","","100"
"11571.0.07","11571.0.07","11571","272","","","100"
"11571.0.08","11571.0.08","11571","272","","","100"
"11571.0.ic1","11571.0.ic1","11571","444","","","100"
"11571.0.ic2","11571.0.ic2","11571","444","","","100"
"11572.0.01","11572.0.01","11572","480","","","100"
"11572.0.02","11572.0.02","11572","480","","","100"
"12585.0.SP","12585.0.SP","12585","480","","","100"
"11573.0.01","11573.0.01","11573","243","","","100"
"11573.0.02","11573.0.02","11573","243","","","100"
"11574.0.01","11574.0.01","11574","16","","","100"
"11574.0.02","11574.0.02","11574","16","","","100"
"11576.0.W1","11576.0.W1","11576","16","","","100"
"11576.0.W2","11576.0.W2","11576","16","","","100"
"11577.0.01","11577.0.01","11577","587","","","100"
"11577.0.02","11577.0.02","11577","587","","","100"
"11577.0.03","11577.0.03","11577","587","","","100"
"11578.0.01","11578.0.01","11578","587","","","100"
"11579.0.01","11579.0.01","11579","480","","","100"
"11580.0.01","11580.0.01","11580","587","","","100"
"11580.0.02","11580.0.02","11580","587","","","100"
"11580.0.03","11580.0.03","11580","587","","","100"
"11580.0.04","11580.0.04","11580","587","","","100"
"11583.0.135","11583.0.135","11583","480","","","100"
"11583.0.246","11583.0.246","11583","480","","","100"
"11584.0.01","11584.0.01","11584","249","","","100"
"11584.0.02","11584.0.02","11584","249","","","100"
"11585.0.01","11585.0.01","11585","249","","","100"
"11585.0.02","11585.0.02","11585","249","","","100"
"12634.0.1","12634.0.1","12634","480","","","100"
"11587.0.135","11587.0.135","11587","480","","","100"
"11587.0.246","11587.0.246","11587","480","","","100"
"11588.0.01","11588.0.01","11588","249","","","100"
"11589.0.02","11589.0.02","11589","249","","","100"
"11589.0.ic1","11589.0.ic1","11589","249","","","100"
"12540.0.OL","12540.0.OL","12540","571","","","100"
"12539.0.01","12539.0.01","12539","571","","","100"
"12539.0.03","12539.0.03","12539","571","","","100"
"12539.0.ic2","12539.0.ic2","12539","571","","","100"
"11591.0.FB","11591.0.FB","11591","272","","","100"
"12542.0.OL","12542.0.OL","12542","272","","","100"
"12592.0.01","12592.0.01","12592","272","","","100"
"12592.0.ic2","12592.0.ic2","12592","272","","","100"
"12543.0.SP","12543.0.SP","12543","272","","","100"
"11592.0.01","11592.0.01","11592","249","","","100"
"12586.0.SP","12586.0.SP","12586","249","","","100"
"11593.0.02","11593.0.02","11593","13749","","","100"
"11593.0.ic1","11593.0.ic1","11593","13749","","","100"
"11594.0.01","11594.0.01","11594","13749","","","100"
"11594.0.02","11594.0.02","11594","13749","","","100"
"11595.0.01","11595.0.01","11595","248","","","100"
"11595.0.02","11595.0.02","11595","248","","","100"
"11595.0.03","11595.0.03","11595","248","","","100"
"11596.0.01","11596.0.01","11596","248","","","100"
"11596.0.02","11596.0.02","11596","248","","","100"
"11597.0.01","11597.0.01","11597","248","","","100"
"11598.0.01","11598.0.01","11598","169","","","100"
"11598.0.02","11598.0.02","11598","169","","","100"
"11598.0.03","11598.0.03","11598","169","","","100"
"11598.0.04","11598.0.04","11598","169","","","100"
"11598.0.05","11598.0.05","11598","169","","","100"
"11600.0.01","11600.0.01","11600","580","","","100"
"11600.0.02","11600.0.02","11600","580","","","100"
"11600.0.03","11600.0.03","11600","580","","","100"
"11600.0.04","11600.0.04","11600","580","","","100"
"11601.0.01","11601.0.01","11601","580","","","100"
"11601.0.02","11601.0.02","11601","580","","","100"
"11602.0.01","11602.0.01","11602","580","","","100"
"11602.0.02","11602.0.02","11602","580","","","100"
"11605.0.01","11605.0.01","11605","289","","","100"
"11605.0.02","11605.0.02","11605","289","","","100"
"12536.0.01","12536.0.01","12536","104","","","100"
"12536.0.02","12536.0.02","12536","104","","","100"
"12536.0.03","12536.0.03","12536","289","","","100"
"12536.0.04","12536.0.04","12536","289","","","100"
"12536.0.05","12536.0.05","12536","289","","","100"
"12536.0.06","12536.0.06","12536","289","","","100"
"12536.0.07","12536.0.07","12536","169","","","100"
"12537.0.01","12537.0.01","12537","104","","","100"
"12537.0.02","12537.0.02","12537","104","","","100"
"12537.0.03","12537.0.03","12537","104","","","100"
"12538.0.PB","12538.0.PB","12538","104","","","100"
"11607.0.01","11607.0.01","11607","71","492","","100"
"11607.0.02","11607.0.02","11607","71","492","","100"
"11607.0.03","11607.0.03","11607","71","","","100"
"11607.0.04","11607.0.04","11607","492","","","100"
"11607.0.05","11607.0.05","11607","71","492","","100"
"11607.0.06","11607.0.06","11607","71","492","","100"
"11607.0.07","11607.0.07","11607","71","492","","100"
"11607.0.08","11607.0.08","11607","71","492","","100"
"11607.0.09","11607.0.09","11607","145","185","","100"
"11607.0.10","11607.0.10","11607","145","185","","100"
"11607.0.11","11607.0.11","11607","145","185","","100"
"11607.0.12","11607.0.12","11607","145","185","","100"
"11607.0.13","11607.0.13","11607","145","","","100"
"11607.0.14","11607.0.14","11607","145","","","100"
"11607.0.15","11607.0.15","11607","145","","","100"
"11608.0.W1","11608.0.W1","11608","71","492","","100"
"11608.0.W2","11608.0.W2","11608","71","492","","100"
"11608.0.W3","11608.0.W3","11608","71","492","","100"
"11608.0.W4","11608.0.W4","11608","71","492","","100"
"11609.0.01","11609.0.01","11609","152","561","","100"
"11609.0.02","11609.0.02","11609","152","561","","100"
"11609.0.03","11609.0.03","11609","152","561","","100"
"11609.0.04","11609.0.04","11609","152","561","","100"
"11609.0.05","11609.0.05","11609","152","561","","100"
"11609.0.06","11609.0.06","11609","152","561","","100"
"11609.0.07","11609.0.07","11609","152","561","","100"
"11609.0.08","11609.0.08","11609","152","561","","100"
"11609.0.09","11609.0.09","11609","152","561","","100"
"11609.0.10","11609.0.10","11609","152","561","","100"
"11609.0.11","11609.0.11","11609","152","561","","100"
"11609.0.12","11609.0.12","11609","152","561","","100"
"11610.0.W1","11610.0.W1","11610","152","561","","100"
"11610.0.W2","11610.0.W2","11610","152","561","","100"
"11610.0.W3","11610.0.W3","11610","152","561","","100"
"11610.0.W4","11610.0.W4","11610","152","561","","100"
"11611.0.01","11611.0.01","11611","219","","","100"
"11611.0.02","11611.0.02","11611","219","","","100"
"11611.0.03","11611.0.03","11611","219","","","100"
"11611.0.04","11611.0.04","11611","219","","","100"
"11611.0.05","11611.0.05","11611","219","","","100"
"11611.0.06","11611.0.06","11611","219","","","100"
"11611.0.07","11611.0.07","11611","219","","","100"
"11611.0.08","11611.0.08","11611","219","","","100"
"11611.0.09","11611.0.09","11611","219","","","100"
"11611.0.10","11611.0.10","11611","219","","","100"
"11611.0.11","11611.0.11","11611","219","","","100"
"11611.0.12","11611.0.12","11611","219","","","100"
"11612.0.W1","11612.0.W1","11612","152","","","100"
"11612.0.W2","11612.0.W2","11612","152","","","100"
"11612.0.W3","11612.0.W3","11612","152","","","100"
"11612.0.W4","11612.0.W4","11612","152","","","100"
"11613.0.01","11613.0.01","11613","219","","","100"
"11613.0.02","11613.0.02","11613","219","","","100"
"11614.0.01","11614.0.01","11614","324","","","100"
"11614.0.02","11614.0.02","11614","324","","","100"
"11614.0.03","11614.0.03","11614","324","","","100"
"11614.0.04","11614.0.04","11614","185","","","100"
"11614.0.05","11614.0.05","11614","185","","","100"
"11615.0.01","11615.0.01","11615","145","","","100"
"11617.0.01","11617.0.01","11617","324","","","100"
"11617.0.02","11617.0.02","11617","324","","","100"
"11617.0.03","11617.0.03","11617","324","","","100"
"11621.0.ci1","11621.0.ci1","11621","501","","","100"
"11621.0.CT2","11621.0.CT2","11621","38","501","","100"
"11621.0.CT3","11621.0.CT3","11621","38","600","","100"
"11624.0.02","11624.0.02","11624","214","","","100"
"11624.0.03","11624.0.03","11624","290","","","100"
"11624.0.04","11624.0.04","11624","605","","","100"
"11624.0.06","11624.0.06","11624","605","","","100"
"11624.0.07","11624.0.07","11624","605","","","100"
"11624.0.09","11624.0.09","11624","214","","","100"
"11624.0.CT1","11624.0.CT1","11624","38","214","","100"
"11624.0.ic1","11624.0.ic1","11624","290","","","100"
"11624.0.ic5","11624.0.ic5","11624","605","","","100"
"11624.0.ic8","11624.0.ic8","11624","214","","","100"
"11625.0.01","11625.0.01","11625","214","","","100"
"11625.0.02","11625.0.02","11625","214","","","100"
"11625.0.03","11625.0.03","11625","36","","","100"
"11626.0.01","11626.0.01","11626","488","","","100"
"11626.0.02","11626.0.02","11626","488","","","100"
"11629.0.01","11629.0.01","11629","578","","","100"
"11629.0.02","11629.0.02","11629","501","","","100"
"11629.0.03","11629.0.03","11629","578","","","100"
"11629.0.04","11629.0.04","11629","359","","","100"
"11629.0.05","11629.0.05","11629","578","","","100"
"11629.0.06","11629.0.06","11629","578","","","100"
"11629.0.07","11629.0.07","11629","501","","","100"
"11629.0.09","11629.0.09","11629","501","","","100"
"11629.0.CT8","11629.0.CT8","11629","485","501","","100"
"11630.0.01","11630.0.01","11630","386","","","100"
"11630.0.02","11630.0.02","11630","386","","","100"
"11630.0.03","11630.0.03","11630","359","","","100"
"11630.0.04","11630.0.04","11630","359","","","100"
"11630.0.05","11630.0.05","11630","359","","","100"
"11630.0.06","11630.0.06","11630","359","","","100"
"11630.0.07","11630.0.07","11630","359","","","100"
"11631.0.01","11631.0.01","11631","140","","","100"
"11634.0.02","11634.0.02","11634","36","","","100"
"11634.0.05","11634.0.05","11634","129","","","100"
"11634.0.06","11634.0.06","11634","129","","","100"
"11634.0.07","11634.0.07","11634","129","","","100"
"11634.0.08","11634.0.08","11634","578","","","100"
"11634.0.ci4","11634.0.ci4","11634","129","","","100"
"11634.0.CT1","11634.0.CT1","11634","36","38","","100"
"11634.0.CT3","11634.0.CT3","11634","38","290","","100"
"11634.0.ic9","11634.0.ic9","11634","578","","","100"
"11635.0.01","11635.0.01","11635","36","","","100"
"11635.0.02","11635.0.02","11635","36","","","100"
"11635.0.03","11635.0.03","11635","129","","","100"
"11635.0.04","11635.0.04","11635","129","","","100"
"11635.0.05","11635.0.05","11635","290","","","100"
"11635.0.06","11635.0.06","11635","36","","","100"
"11635.0.07","11635.0.07","11635","290","","","100"
"11635.0.08","11635.0.08","11635","290","","","100"
"11636.0.01","11636.0.01","11636","250","","","100"
"11636.0.02","11636.0.02","11636","250","","","100"
"11636.0.03","11636.0.03","11636","250","","","100"
"11636.0.04","11636.0.04","11636","386","","","100"
"11637.0.01","11637.0.01","11637","250","","","100"
"11637.0.02","11637.0.02","11637","250","","","100"
"11637.0.03","11637.0.03","11637","250","","","100"
"11637.0.04","11637.0.04","11637","386","","","100"
"11637.0.05","11637.0.05","11637","386","","","100"
"11637.0.06","11637.0.06","11637","386","","","100"
"12555.0.OL1","12555.0.OL1","12555","355","","","100"
"12555.0.OL2","12555.0.OL2","12555","355","","","100"
"11639.0.01","11639.0.01","11639","355","","","100"
"11639.0.ic2","11639.0.ic2","11639","355","","","100"
"11640.0.01","11640.0.01","11640","140","","","100"
"11641.0.01","11641.0.01","11641","140","","","100"
"11641.0.02","11641.0.02","11641","140","","","100"
"11641.0.03","11641.0.03","11641","140","","","100"
"11642.0.01","11642.0.01","11642","573","","","100"
"11642.0.02","11642.0.02","11642","573","","","100"
"11642.0.03","11642.0.03","11642","488","","","100"
"11642.0.04","11642.0.04","11642","488","","","100"
"11643.0.01","11643.0.01","11643","573","","","100"
"11643.0.02","11643.0.02","11643","573","","","100"
"11643.0.03","11643.0.03","11643","573","","","100"
"11643.0.04","11643.0.04","11643","488","","","100"
"11644.0.SP","11644.0.SP","11644","488","","","100"
"11645.0.01","11645.0.01","11645","573","","","100"
"11650.0.135","11650.0.135","11650","366","","","100"
"11650.0.246","11650.0.246","11650","366","","","100"
"11653.0.01","11653.0.01","11653","366","","","100"
"11655.0.01","11655.0.01","11655","28103","","","100"
"11655.0.02","11655.0.02","11655","28103","","","100"
"11655.0.03","11655.0.03","11655","366","","","100"
"11656.0.01","11656.0.01","11656","366","","","100"
"11658.0.135","11658.0.135","11658","28103","","","100"
"11658.0.246","11658.0.246","11658","28103","","","100"
"11660.0.135","11660.0.135","11660","108","","","100"
"11660.0.246","11660.0.246","11660","108","","","100"
"11662.0.01","11662.0.01","11662","108","","","100"
"11667.0.01","11667.0.01","11667","366","","","100"
"11667.0.02","11667.0.02","11667","366","","","100"
"11668.0.01","11668.0.01","11668","108","","","100"
"11669.0.01","11669.0.01","11669","204","","","100"
"11669.0.02","11669.0.02","11669","204","","","100"
"11669.0.03","11669.0.03","11669","292","","","100"
"11669.0.04","11669.0.04","11669","241","","","100"
"11669.0.05","11669.0.05","11669","241","","","100"
"11669.0.06","11669.0.06","11669","157","","","100"
"11669.0.07","11669.0.07","11669","292","","","100"
"11672.0.02","11672.0.02","11672","204","","","100"
"11672.0.03","11672.0.03","11672","292","","","100"
"11672.0.05","11672.0.05","11672","292","","","100"
"11672.0.07","11672.0.07","11672","292","","","100"
"11672.0.08","11672.0.08","11672","157","","","100"
"11672.0.10","11672.0.10","11672","204","","","100"
"11672.0.CT1","11672.0.CT1","11672","292","22830","","100"
"11672.0.CT6","11672.0.CT6","11672","241","22830","","100"
"11672.0.ic4","11672.0.ic4","11672","241","","","100"
"11672.0.ic9","11672.0.ic9","11672","157","","","100"
"11675.0.01","11675.0.01","11675","241","","","100"
"11675.0.03","11675.0.03","11675","157","","","100"
"11675.0.04","11675.0.04","11675","241","","","100"
"11675.0.05","11675.0.05","11675","157","","","100"
"11675.0.ic2","11675.0.ic2","11675","157","","","100"
"11676.0.SP1","11676.0.SP1","11676","204","","","100"
"11676.0.SP2","11676.0.SP2","11676","204","","","100"
"11679.0.01","11679.0.01","11679","593","","","100"
"11679.0.02","11679.0.02","11679","593","","","100"
"11679.0.03","11679.0.03","11679","593","","","100"
"11679.0.ic4","11679.0.ic4","11679","593","","","100"
"11683.0.01","11683.0.01","11683","448","","","100"
"11688.0.01","11688.0.01","11688","593","","","100"
"11688.0.02","11688.0.02","11688","593","","","100"
"11688.0.03","11688.0.03","11688","22831","","","100"
"11688.0.05","11688.0.05","11688","22831","","","100"
"11688.0.08","11688.0.08","11688","574","","","100"
"11688.0.10","11688.0.10","11688","448","","","100"
"11688.0.11","11688.0.11","11688","574","","","100"
"11688.0.ci9","11688.0.ci9","11688","448","","","100"
"11688.0.CT4","11688.0.CT4","11688","22830","22831","","100"
"11688.0.CT6","11688.0.CT6","11688","22830","22831","","100"
"11688.0.ic7","11688.0.ic7","11688","574","","","100"
"11689.0.01","11689.0.01","11689","448","","","100"
"11689.0.02","11689.0.02","11689","448","","","100"
"11689.0.03","11689.0.03","11689","22831","","","100"
"11689.0.04","11689.0.04","11689","22831","","","100"
"11689.0.05","11689.0.05","11689","350","","","100"
"11689.0.06","11689.0.06","11689","574","","","100"
"11689.0.08","11689.0.08","11689","574","","","100"
"11689.0.09","11689.0.09","11689","574","","","100"
"11690.0.SP","11690.0.SP","11690","350","","","100"
"11695.0.01","11695.0.01","11695","298","","","100"
"11695.0.02","11695.0.02","11695","298","","","100"
"11695.0.03","11695.0.03","11695","298","","","100"
"11695.0.04","11695.0.04","11695","298","","","100"
"11696.0.01","11696.0.01","11696","298","","","100"
"11696.0.02","11696.0.02","11696","298","","","100"
"11700.0.02","11700.0.02","11700","420","","","100"
"11700.0.03","11700.0.03","11700","420","","","100"
"11700.0.04","11700.0.04","11700","420","","","100"
"11700.0.05","11700.0.05","11700","327","","","100"
"11700.0.07","11700.0.07","11700","327","","","100"
"11700.0.ci1","11700.0.ci1","11700","420","","","100"
"11700.0.CT6","11700.0.CT6","11700","420","22830","","100"
"11700.0.CT9","11700.0.CT9","11700","350","597","","100"
"11700.0.ic8","11700.0.ic8","11700","327","","","100"
"11701.0.01","11701.0.01","11701","350","","","100"
"11701.0.02","11701.0.02","11701","350","","","100"
"11701.0.03","11701.0.03","11701","350","","","100"
"11701.0.04","11701.0.04","11701","350","","","100"
"11701.0.05","11701.0.05","11701","327","","","100"
"11701.0.06","11701.0.06","11701","327","","","100"
"11701.0.07","11701.0.07","11701","420","","","100"
"11701.0.08","11701.0.08","11701","327","","","100"
"11704.0.01","11704.0.01","11704","610","","","100"
"11704.0.02","11704.0.02","11704","610","","","100"
"11704.0.03","11704.0.03","11704","610","","","100"
"11708.0.01","11708.0.01","11708","600","","","100"
"11708.0.02","11708.0.02","11708","600","","","100"
"11709.0.01","11709.0.01","11709","600","","","100"
"11709.0.02","11709.0.02","11709","600","","","100"
"11715.0.01","11715.0.01","11715","600","","","100"
"11720.0.02","11720.0.02","11720","584","","","100"
"11720.0.03","11720.0.03","11720","584","","","100"
"11720.0.04","11720.0.04","11720","584","","","100"
"11720.0.05","11720.0.05","11720","584","","","100"
"11720.0.06","11720.0.06","11720","28102","","","100"
"11720.0.ic1","11720.0.ic1","11720","584","","","100"
"11721.0.01","11721.0.01","11721","264","","","100"
"12528.0.01","12528.0.01","12528","617","","","100"
"11722.0.01","11722.0.01","11722","398","","","100"
"11722.0.02","11722.0.02","11722","398","","","100"
"11722.0.03","11722.0.03","11722","264","","","100"
"11722.0.04","11722.0.04","11722","264","","","100"
"11722.0.05","11722.0.05","11722","116","","","100"
"11722.0.06","11722.0.06","11722","28102","","","100"
"11724.0.01","11724.0.01","11724","509","","","100"
"11724.0.02","11724.0.02","11724","509","","","100"
"11724.0.03","11724.0.03","11724","509","","","100"
"11724.0.04","11724.0.04","11724","161","","","100"
"11724.0.05","11724.0.05","11724","161","","","100"
"11724.0.06","11724.0.06","11724","161","","","100"
"11727.0.01","11727.0.01","11727","398","","","100"
"11727.0.03","11727.0.03","11727","116","","","100"
"11727.0.05","11727.0.05","11727","116","","","100"
"11727.0.09","11727.0.09","11727","264","","","100"
"11727.0.ci8","11727.0.ci8","11727","264","","","100"
"11727.0.CT3","11727.0.CT3","11727","288","28102","","100"
"11727.0.CT7","11727.0.CT7","11727","264","288","","100"
"11727.0.ic2","11727.0.ic2","11727","28102","","","100"
"11727.0.ic3","11727.0.ic3","11727","398","","","100"
"11732.0.03","11732.0.03","11732","509","","","100"
"11732.0.05","11732.0.05","11732","28102","","","100"
"11732.0.CT1","11732.0.CT1","11732","288","509","","100"
"11732.0.CT6","11732.0.CT6","11732","116","288","","100"
"11732.0.ic1","11732.0.ic1","11732","509","","","100"
"11732.0.ic4","11732.0.ic4","11732","28102","","","100"
"11735.0.01","11735.0.01","11735","116","","","100"
"11735.0.02","11735.0.02","11735","116","","","100"
"11736.0.01","11736.0.01","11736","584","","","100"
"11737.0.01","11737.0.01","11737","617","","","100"
"11738.0.01","11738.0.01","11738","617","","","100"
"11738.0.02","11738.0.02","11738","617","","","100"
"12529.0.01","12529.0.01","12529","617","","","100"
"11739.0.01","11739.0.01","11739","427","","","100"
"11739.0.02","11739.0.02","11739","427","","","100"
"11739.0.03","11739.0.03","11739","427","","","100"
"11739.0.04","11739.0.04","11739","78","","","100"
"11739.0.05","11739.0.05","11739","78","","","100"
"11739.0.06","11739.0.06","11739","436","","","100"
"11739.0.07","11739.0.07","11739","436","","","100"
"11739.0.08","11739.0.08","11739","436","","","100"
"11742.0.01","11742.0.01","11742","427","","","100"
"11742.0.03","11742.0.03","11742","427","","","100"
"11742.0.04","11742.0.04","11742","78","","","100"
"11742.0.07","11742.0.07","11742","78","","","100"
"11742.0.09","11742.0.09","11742","436","","","100"
"11742.0.ci6","11742.0.ci6","11742","78","","","100"
"11742.0.CT2","11742.0.CT2","11742","427","22830","","100"
"11742.0.CT8","11742.0.CT8","11742","288","436","","100"
"11742.0.ic5","11742.0.ic5","11742","78","","","100"
"11743.0.01","11743.0.01","11743","398","","","100"
"11743.0.02","11743.0.02","11743","398","","","100"
"11744.0.01","11744.0.01","11744","436","","","100"
"11747.0.01","11747.0.01","11747","125","","","100"
"11747.0.02","11747.0.02","11747","125","","","100"
"11747.0.03","11747.0.03","11747","125","","","100"
"11747.0.04","11747.0.04","11747","291","","","100"
"11747.0.06","11747.0.06","11747","291","","","100"
"11747.0.ic5","11747.0.ic5","11747","291","","","100"
"11750.0.01","11750.0.01","11750","291","","","100"
"11750.0.02","11750.0.02","11750","291","","","100"
"11750.0.03","11750.0.03","11750","291","","","100"
"11751.0.01","11751.0.01","11751","125","","","100"
"11751.0.02","11751.0.02","11751","125","","","100"
"11751.0.03","11751.0.03","11751","125","","","100"
"11752.0.01","11752.0.01","11752","26811","","","100"
"11752.0.02","11752.0.02","11752","26811","","","100"
"11754.0.01","11754.0.01","11754","161","","","100"
"11754.0.02","11754.0.02","11754","161","","","100"
"11754.0.ic3","11754.0.ic3","11754","161","","","100"
"11755.0.01","11755.0.01","11755","45","","","100"
"11755.0.02","11755.0.02","11755","45","","","100"
"11757.0.01","11757.0.01","11757","45","","","100"
"11766.0.01","11766.0.01","11766","411","","","100"
"11766.0.02","11766.0.02","11766","411","","","100"
"11766.0.03","11766.0.03","11766","411","","","100"
"11766.0.04","11766.0.04","11766","411","","","100"
"11768.0.01","11768.0.01","11768","411","","","100"
"11769.0.01","11769.0.01","11769","460","","","100"
"11770.0.01","11770.0.01","11770","411","","","100"
"11772.0.01","11772.0.01","11772","45","","","100"
"11775.0.01","11775.0.01","11775","460","","","100"
"11775.0.02","11775.0.02","11775","460","","","100"
